,avg.spectrum of stars w/exoplanets,avg.spectrum of stars w/o exoplanets,frequency
207,0.03849483076026561,0.03162946218377815,0.09583333333333334
208,0.03381720749647316,0.03149092073969158,0.0962962962962963
209,0.03803990429007885,0.03242331141792841,0.09675925925925927
210,0.03789728008116952,0.0351285623121761,0.09722222222222222
211,0.034540980371232904,0.037702275012181034,0.0976851851851852
212,0.0349881820960825,0.03607256565612285,0.09814814814814815
213,0.035642400694856094,0.029584155397599166,0.09861111111111112
214,0.03456245919906655,0.02904890913377705,0.09907407407407408
215,0.03500241479944159,0.03123660932340872,0.09953703703703703
216,0.02981242583950005,0.03466664774157068,0.1
217,0.03713082546517455,0.03890104308073455,0.10046296296296296
218,0.037779604526107916,0.03672250504531703,0.10092592592592593
219,0.03241033507813873,0.036143324868344616,0.10138888888888889
220,0.03057074296627152,0.03528183231538663,0.10185185185185186
221,0.03418460704053479,0.03471749159642054,0.10231481481481482
222,0.030454687593854647,0.03627783047151474,0.10277777777777779
223,0.03531995079276643,0.03491451045516222,0.10324074074074074
224,0.031986655201204924,0.03250378445858867,0.10370370370370371
225,0.032940486582420776,0.03177334286393656,0.10416666666666667
226,0.027717011930526097,0.032191881727601596,0.10462962962962963
227,0.027971176577218138,0.03182301794017782,0.1050925925925926
228,0.03116222509758394,0.032211896455947686,0.10555555555555556
229,0.03809673292904136,0.035610527849517015,0.10601851851851853
230,0.033631629981122006,0.039557725403765356,0.10648148148148148
231,0.035531216362631346,0.039549665991823274,0.10694444444444445
232,0.03315515739470707,0.035049317599398125,0.10740740740740741
233,0.03698166200834794,0.030755188513932656,0.10787037037037038
234,0.03248024894408454,0.028724894485852335,0.10833333333333334
235,0.03662125649722447,0.02821924173255267,0.1087962962962963
236,0.03442019827400503,0.03352750196995363,0.10925925925925926
237,0.040486372143457336,0.03463737430146705,0.10972222222222222
238,0.046780191137011796,0.03113819515630315,0.11018518518518519
239,0.04230401172667343,0.032256337604375296,0.11064814814814815
240,0.035119423394298036,0.030682996674645448,0.11111111111111112
241,0.03121697871731008,0.029573163823003106,0.11157407407407408
242,0.03306056549664723,0.0304255923259085,0.11203703703703705
243,0.03137204801953502,0.03063221211152809,0.1125
244,0.026433939331810333,0.02972906826894401,0.11296296296296297
245,0.029347859135806204,0.027559564821368645,0.11342592592592593
246,0.028270621981956238,0.02647290137489718,0.11388888888888889
247,0.03544248543535551,0.027090024014327634,0.11435185185185186
248,0.033715386001865195,0.02554247159195128,0.11481481481481481
249,0.03334784223456468,0.02602391665028107,0.11527777777777778
250,0.03446016551264566,0.027735399864512553,0.11574074074074074
251,0.033408680397225554,0.027624647968045646,0.11620370370370371
252,0.035995781829168565,0.029146661609763445,0.11666666666666667
253,0.03301414493942423,0.02959488400496703,0.11712962962962964
254,0.034227605582271746,0.03120931495093845,0.1175925925925926
255,0.03480537998936637,0.03308885175546979,0.11805555555555557
256,0.03202324811114308,0.03557146469909871,0.11851851851851852
257,0.03048750881802146,0.03680008784726302,0.11898148148148148
258,0.03173188660420223,0.03462224403954436,0.11944444444444445
259,0.03302723204987168,0.03490683800448156,0.11990740740740741
260,0.03772005339233202,0.037287559864969226,0.12037037037037038
261,0.0452700528450973,0.03735827817402176,0.12083333333333333
262,0.040613800429195136,0.03374085070185245,0.1212962962962963
263,0.05211530845417674,0.032259573617257085,0.12175925925925926
264,0.06667216750539866,0.02701446167088431,0.12222222222222223
265,0.08425981518775609,0.025733545915453737,0.12268518518518519
266,0.09243200003422178,0.0267585578335927,0.12314814814814816
267,0.09340117040301243,0.025574130844332722,0.12361111111111112
268,0.0750975529791714,0.028761471158251475,0.12407407407407407
269,0.0527083124056378,0.029371101268080776,0.12453703703703704
270,0.04405104123995164,0.032269940705389286,0.125
271,0.0421750789912141,0.03550603127004245,0.12546296296296297
272,0.035490497230934975,0.03662698210100332,0.12592592592592594
273,0.03162710277637093,0.035829375485628735,0.12638888888888888
274,0.032273206071135714,0.03478239716938444,0.12685185185185185
275,0.03831119647278036,0.030808744664591454,0.12731481481481483
276,0.028069513566968143,0.03147187588482149,0.1277777777777778
277,0.0272427309034531,0.03729144187805094,0.12824074074074074
278,0.025469651823673743,0.0434344115198212,0.1287037037037037
279,0.026419650760046192,0.04551347871811492,0.12916666666666668
280,0.029453409523646622,0.04393677450869001,0.12962962962962962
281,0.0358972627157047,0.043831066711283465,0.1300925925925926
282,0.027678156259560386,0.04551552243410824,0.13055555555555556
283,0.02873653066235842,0.04685068923375534,0.13101851851851853
284,0.02539227132983705,0.04678144942658185,0.13148148148148148
285,0.02655189941606597,0.04794406298578193,0.13194444444444445
286,0.036820784881935895,0.049065505773987175,0.13240740740740742
287,0.037303691060264495,0.043108536642754006,0.1328703703703704
288,0.03049109208181194,0.04712987497719649,0.13333333333333333
289,0.03138770552992185,0.05141162300262111,0.1337962962962963
290,0.03321139928902283,0.058370699835616255,0.13425925925925927
291,0.027045704700362303,0.06074241677043081,0.13472222222222222
292,0.027576146829961394,0.058127005081494,0.13518518518518519
293,0.030080164742065856,0.06006962152560535,0.13564814814814816
294,0.02634558750597721,0.052707060281454,0.13611111111111113
295,0.025093946193302807,0.04371756268040184,0.13657407407407407
296,0.029059059576242312,0.03455697196367821,0.13703703703703704
297,0.025472433266906038,0.02893369932371175,0.1375
298,0.02975678890039527,0.027554993669406225,0.13796296296296298
299,0.034117041623002664,0.027270348397041164,0.13842592592592592
300,0.037356969683428734,0.028052452111596963,0.1388888888888889
301,0.03529493883387446,0.031134786574711252,0.13935185185185187
302,0.02673470666087905,0.031077000939320944,0.1398148148148148
303,0.02099124778258021,0.031225174324139057,0.14027777777777778
304,0.023352545220871615,0.0288436878699196,0.14074074074074075
305,0.023805526229696165,0.026455280838794518,0.14120370370370372
306,0.02153123134377,0.026821028020596813,0.14166666666666666
307,0.025260700630579842,0.027736484512666144,0.14212962962962963
308,0.022726451958468386,0.027875148316543023,0.1425925925925926
309,0.026468381589873153,0.030815951738724427,0.14305555555555557
310,0.02182472536733071,0.02977716002199167,0.14351851851851852
311,0.023263429048551398,0.026987406847892588,0.1439814814814815
312,0.02685266934397437,0.02621747440726939,0.14444444444444446
313,0.024374925589833698,0.026547737217581174,0.1449074074074074
314,0.03182316614130754,0.027825873681648877,0.14537037037037037
315,0.024914109059115216,0.027350649495225626,0.14583333333333334
316,0.024799372476150938,0.027773876142877702,0.1462962962962963
317,0.024547920354275336,0.028590950615135863,0.14675925925925926
318,0.02572382968373134,0.0323789544602007,0.14722222222222223
319,0.026135578101976652,0.033609981457253545,0.1476851851851852
320,0.022577396399755985,0.03360528962082957,0.14814814814814814
321,0.02534440294296038,0.030988170194630682,0.1486111111111111
322,0.02262357068920543,0.029126463376960544,0.14907407407407408
323,0.023767038151912372,0.029914183730434668,0.14953703703703705
324,0.01801394468639957,0.028303473154882103,0.15
325,0.01998745005774013,0.02448698662160251,0.15046296296296297
326,0.02042686288926568,0.02285157148548594,0.15092592592592594
327,0.023091401798292426,0.02555259914685632,0.1513888888888889
328,0.021077370363376133,0.02751420429654693,0.15185185185185185
329,0.023021666297069626,0.02878191818680859,0.15231481481481482
330,0.022991753543975108,0.027546986524887303,0.1527777777777778
331,0.021147599683808044,0.027023847498789957,0.15324074074074073
332,0.019947448522798804,0.024417842751976,0.1537037037037037
333,0.024295996912838326,0.023663824559328403,0.15416666666666667
334,0.027028517791787325,0.02190685177467846,0.15462962962962964
335,0.023845773276676193,0.020743634283522158,0.1550925925925926
336,0.024036518720986166,0.02159153159050267,0.15555555555555556
337,0.02430987079260382,0.022731683288157493,0.15601851851851853
338,0.0223051816613752,0.023334075941651898,0.1564814814814815
339,0.02375128071356933,0.02312857262155766,0.15694444444444444
340,0.025998015711437457,0.024792959422889498,0.1574074074074074
341,0.022611105169964403,0.02482085091139512,0.15787037037037038
342,0.02813670239898495,0.023490200994616798,0.15833333333333333
343,0.023905697488099776,0.02471249089094188,0.1587962962962963
344,0.025217858546547303,0.025717118119688916,0.15925925925925927
345,0.021347264032930045,0.023108553964300966,0.15972222222222224
346,0.020974436868054,0.02305697822477665,0.16018518518518518
347,0.021922070085624627,0.021730418705185394,0.16064814814814815
348,0.019691643673455956,0.022413034531122675,0.16111111111111112
349,0.02219564796250545,0.022960544249513895,0.1615740740740741
350,0.02006695346305662,0.025839915409412977,0.16203703703703703
351,0.0209768911091186,0.023930094568986586,0.1625
352,0.02228730837622004,0.02252503649371024,0.16296296296296298
353,0.017918090484362385,0.021147592975586185,0.16342592592592592
354,0.02105359966017322,0.02017266390027695,0.1638888888888889
355,0.017450840894151883,0.020531489753376212,0.16435185185185186
356,0.019517158203977626,0.021216293711266203,0.16481481481481483
357,0.021270453709408044,0.022483192821760183,0.16527777777777777
358,0.020996177457615006,0.02222477079344174,0.16574074074074074
359,0.01829195824569403,0.023007882996907064,0.16620370370370371
360,0.01986581798663492,0.02241171484100324,0.16666666666666669
361,0.018440643480421525,0.02000822506036391,0.16712962962962963
362,0.02358083279697138,0.02064012888997407,0.1675925925925926
363,0.021235118101342,0.021254161425503935,0.16805555555555557
364,0.02115359904973715,0.020326271259475247,0.1685185185185185
365,0.020056072000090245,0.019772623997101776,0.16898148148148148
366,0.021590265363881492,0.0212432364508794,0.16944444444444445
367,0.027452773577455722,0.021963560997988497,0.16990740740740742
368,0.025646110328201768,0.021699644499646138,0.17037037037037037
369,0.022394304394375418,0.021083423165342122,0.17083333333333334
370,0.023063445628191764,0.021289569314282386,0.1712962962962963
371,0.018553012723496732,0.020992190042814402,0.17175925925925928
372,0.023139261299622293,0.021810814222222693,0.17222222222222222
373,0.017415452306218382,0.0222559755703631,0.1726851851851852
374,0.02078432892983967,0.022397250675856867,0.17314814814814816
375,0.02059458105954334,0.02196804255652691,0.1736111111111111
376,0.018114542953574807,0.022368950054844104,0.17407407407407408
377,0.021030643233261013,0.02311809960535379,0.17453703703703705
378,0.021545130310633338,0.021358136186190202,0.17500000000000002
379,0.02056289438161271,0.02005808920663886,0.17546296296296296
380,0.01968524287410562,0.020737438988920685,0.17592592592592593
381,0.02086372520951612,0.021437387218243443,0.1763888888888889
382,0.02260000055132875,0.022045429816685128,0.17685185185185187
383,0.021837369287621387,0.021620529221301782,0.17731481481481481
384,0.022917072907304412,0.019269672943297057,0.17777777777777778
385,0.021677342271000554,0.019098254293419308,0.17824074074074076
386,0.021370475151093773,0.02017352744858343,0.1787037037037037
387,0.02325993782557311,0.020525861555233595,0.17916666666666667
388,0.023561611547855507,0.02181502681345607,0.17962962962962964
389,0.024700874445634704,0.02032496474770559,0.1800925925925926
390,0.027578170186596217,0.02031605595726537,0.18055555555555555
391,0.020817686330677553,0.019986310595700295,0.18101851851851852
392,0.021645419197398267,0.019837563952813428,0.1814814814814815
393,0.02166580331868071,0.01973808666509781,0.18194444444444446
394,0.02749781330289244,0.019724664917593566,0.1824074074074074
395,0.02573132839759076,0.02038892548651229,0.18287037037037038
396,0.025125570000613315,0.02116842349945499,0.18333333333333335
397,0.01912246548719965,0.020809318272543127,0.1837962962962963
398,0.022708146590069672,0.02177180554897743,0.18425925925925926
399,0.020536604305663453,0.022714849582620517,0.18472222222222223
400,0.016936110786945853,0.02346674710004394,0.1851851851851852
401,0.019210684912108696,0.024852909561621762,0.18564814814814815
402,0.017028674582101853,0.025105491297320776,0.18611111111111112
403,0.01852760736610577,0.023428018449176795,0.1865740740740741
404,0.02356668244027378,0.02183252546716797,0.18703703703703706
405,0.01939934037866069,0.021581342987210556,0.1875
406,0.016190160651233965,0.021520169170488705,0.18796296296296297
407,0.01735252524679162,0.021326842195695632,0.18842592592592594
408,0.01860296446514942,0.020361978677676643,0.18888888888888888
409,0.01761913500081384,0.019961157578290332,0.18935185185185185
410,0.023956468017152354,0.01979592156041425,0.18981481481481483
411,0.01905321681643921,0.019087664001655416,0.1902777777777778
412,0.023169897611786762,0.020511054607158945,0.19074074074074074
413,0.02459932574209273,0.020575327939728428,0.1912037037037037
414,0.02063434327774272,0.019887444168383617,0.19166666666666668
415,0.020986391092211593,0.019715217946884342,0.19212962962962965
416,0.022386783884075553,0.019491386558638503,0.1925925925925926
417,0.018359477171475333,0.01992644502287027,0.19305555555555556
418,0.020487788869390382,0.021340326379475957,0.19351851851851853
419,0.01933470180640298,0.021282629531597215,0.19398148148148148
420,0.019698877029191954,0.020099412206934328,0.19444444444444445
421,0.024215047121562694,0.020536348395329192,0.19490740740740742
422,0.020183078975921975,0.021504175939229424,0.1953703703703704
423,0.020673893460316617,0.023282603033534285,0.19583333333333333
424,0.01907200187828335,0.022655954188425937,0.1962962962962963
425,0.02075720346004838,0.022279871480286453,0.19675925925925927
426,0.021215799932127914,0.019682222466845527,0.19722222222222224
427,0.021834070592880204,0.019852834321308254,0.19768518518518519
428,0.01954815990353096,0.020274329523768453,0.19814814814814816
429,0.018404041567405275,0.019762099927076043,0.19861111111111113
430,0.02109444254482779,0.01996093386706699,0.19907407407407407
431,0.019420917730622895,0.02085902316052381,0.19953703703703704
432,0.019985737101551954,0.020544882596259355,0.2
433,0.019925976650189324,0.02022131790211875,0.20046296296296298
434,0.019432678900235867,0.020415158562437752,0.20092592592592592
435,0.020902383337839153,0.019470548838195146,0.2013888888888889
436,0.02190732954133697,0.01950829166545189,0.20185185185185187
437,0.018943715124124516,0.018336178023655024,0.20231481481481484
438,0.01892054010475802,0.018186795480887988,0.20277777777777778
439,0.019917799421153203,0.01734720827706617,0.20324074074074075
440,0.019866071367649986,0.016968450717822943,0.20370370370370372
441,0.019699057342348347,0.017507096311051785,0.20416666666666666
442,0.019320143125979534,0.01840000705654334,0.20462962962962963
443,0.018279558082733915,0.019860709172720172,0.2050925925925926
444,0.018361259183145337,0.019784141339669527,0.20555555555555557
445,0.01936116021937073,0.019416154628794334,0.20601851851851852
446,0.019568958163492058,0.01895543450074177,0.2064814814814815
447,0.02264189126325396,0.01972110188965953,0.20694444444444446
448,0.020868453004854334,0.020926510541605225,0.20740740740740743
449,0.02113577321739619,0.0209187698833506,0.20787037037037037
450,0.021024048954258457,0.02059643062612511,0.20833333333333334
451,0.018362797059429132,0.019437940095438883,0.2087962962962963
452,0.021799203443266302,0.019214699580305878,0.20925925925925926
453,0.017005771157376604,0.018978773508141047,0.20972222222222223
454,0.018039353122303564,0.018587248074727822,0.2101851851851852
455,0.017624052213943805,0.019629901757190683,0.21064814814814817
456,0.01916929352861237,0.019771787076982707,0.2111111111111111
457,0.018419745483118522,0.01814611549685495,0.21157407407407408
458,0.02066114339703219,0.01845776723548378,0.21203703703703705
459,0.018510543677170473,0.018344672309739806,0.2125
460,0.01875664948785577,0.019354205305035614,0.21296296296296297
461,0.018433071525615033,0.01892258560131968,0.21342592592592594
462,0.020995094826915014,0.017811744736472273,0.2138888888888889
463,0.019129031138600355,0.017971203372818705,0.21435185185185185
464,0.01723954851022043,0.018105229212902023,0.21481481481481482
465,0.020492801443693084,0.018545560479160995,0.2152777777777778
466,0.021823472408771277,0.018168024990377226,0.21574074074074076
467,0.01980775832709441,0.01805348426384907,0.2162037037037037
468,0.020342746966831148,0.01783762411604343,0.21666666666666667
469,0.01786507314667094,0.018606091608182836,0.21712962962962964
470,0.016831904722829284,0.018652362733179658,0.2175925925925926
471,0.018585587021919335,0.018825431481438313,0.21805555555555556
472,0.01867022267667411,0.019381482219610974,0.21851851851851853
473,0.020706191509215273,0.02025885902518392,0.2189814814814815
474,0.02087116519864321,0.02061365671261344,0.21944444444444444
475,0.021261800426463917,0.020407471311825777,0.2199074074074074
476,0.01883599005421316,0.01963157287372233,0.22037037037037038
477,0.02123508445503755,0.018330852448024015,0.22083333333333335
478,0.018795126454301588,0.017742124539567392,0.2212962962962963
